1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
62	22	46	95	93	98	32	42	20	21	72	38	40	29	1	4	18	80	16	60	89	6	82	5	58
42	83	99	65	75	36	31	6	85	8	78	17	4	24	60	34	58	69	92	14	28	74	11	96	98
64	58	80	61	47	21	91	2	95	41	24	87	79	37	5	28	78	55	66	38	45	50	54	11	31
64	85	29	13	12	8	9	65	5	82	94	84	90	1	73	51	98	7	22	60	95	33	53	97	4
23	56	97	17	93	13	43	39	6	31	76	46	92	78	34	94	52	21	4	66	12	77	40	67	38
86	56	34	88	78	94	19	53	77	32	95	83	58	31	71	14	52	41	54	10	98	24	18	91	28
56	88	26	58	64	7	4	28	12	30	5	25	65	72	46	39	45	99	75	98	83	69	63	82	57
33	4	74	39	15	83	54	32	52	57	55	98	50	62	1	46	79	14	13	72	95	78	9	60	7
7	62	44	26	33	16	67	49	58	51	81	6	3	30	29	8	22	91	28	85	52	68	88	50	86
89	76	71	69	10	12	7	26	52	88	90	28	99	96	20	95	79	58	9	94	73	57	17	49	18
37	68	46	88	64	35	21	34	8	20	30	47	56	90	84	4	31	43	81	25	32	75	94	86	66
94	64	42	19	40	57	37	65	99	11	46	79	74	96	9	47	29	63	84	21	38	36	55	34	82
32	91	28	2	7	80	74	5	53	92	69	13	59	36	89	1	39	56	47	62	99	65	75	79	40
17	77	98	10	76	27	19	57	12	23	20	30	85	84	7	91	66	54	34	53	13	94	72	92	50
69	58	80	45	68	10	5	49	98	57	87	34	97	47	11	16	12	43	32	92	38	33	17	51	82
16	96	6	73	8	10	51	27	85	78	49	84	89	5	70	95	42	69	50	93	33	25	35	20	12
8	15	6	59	79	57	29	13	40	69	25	4	56	85	55	70	92	73	63	11	34	27	61	62	45
60	12	59	52	90	91	18	11	7	84	37	54	57	34	26	15	74	79	21	24	5	25	62	85	53
75	17	73	60	95	32	21	22	30	36	51	7	48	40	74	45	16	85	8	23	24	26	98	50	54
88	52	76	90	56	48	73	44	12	20	2	74	40	87	63	18	41	31	84	92	66	86	79	6	21
8	20	53	29	25	23	24	33	44	75	64	84	70	76	48	6	40	15	99	36	68	95	34	98	62
50	60	38	33	53	59	96	44	6	19	14	17	25	30	42	21	39	66	63	88	58	87	94	10	85
5	9	51	94	22	89	43	86	41	14	31	4	11	47	13	78	38	25	71	92	18	53	32	54	66
1	76	26	71	40	84	68	77	89	30	31	36	49	45	64	58	2	17	20	9	95	7	73	19	13
58	53	38	34	69	36	78	95	12	48	46	23	60	51	24	97	27	91	71	33	56	96	83	73	77
17	87	85	33	61	10	70	40	3	98	42	48	53	84	11	18	28	43	60	14	79	15	78	37	27
63	27	13	22	56	50	67	37	24	74	73	65	77	42	93	83	33	12	25	10	19	86	6	72	28
13	58	21	81	98	12	76	9	25	22	2	91	34	88	59	71	6	94	27	77	42	29	49	47	1
47	22	33	5	45	9	39	76	28	77	21	80	6	87	16	69	26	7	59	27	67	97	11	68	65
34	62	98	47	80	32	26	84	51	43	36	57	99	6	37	25	71	18	19	5	14	39	40	95	8
57	60	61	13	10	6	51	40	36	1	11	9	42	30	38	84	67	17	54	96	4	98	28	77	8
34	42	44	19	4	66	54	33	20	51	43	50	17	61	86	36	6	76	21	90	97	63	83	16	53
4	83	42	72	41	99	52	57	98	81	47	95	40	70	7	14	93	64	76	48	75	55	46	67	88
12	84	52	60	98	85	2	50	97	6	54	93	76	99	9	17	3	44	8	29	79	37	32	56	74
46	97	78	67	19	2	6	57	85	70	53	27	87	93	3	41	33	61	40	60	79	37	45	38	59
84	51	77	64	94	31	92	59	82	2	68	72	12	33	67	52	21	7	53	6	97	4	95	39	47
67	73	29	52	66	22	80	51	60	20	99	21	92	36	44	42	84	37	46	19	97	12	24	72	13
17	48	75	44	92	55	6	50	87	31	40	93	13	38	28	34	70	27	72	37	98	1	30	20	63
74	36	45	79	98	23	60	69	88	53	89	33	55	92	39	57	86	27	49	63	12	72	41	4	68
46	44	15	85	3	28	73	22	9	96	23	6	54	38	81	94	63	90	48	40	66	5	4	36	55
97	41	57	24	46	66	2	82	27	25	22	93	42	11	64	28	87	17	99	78	59	73	58	8	32
9	52	28	3	58	71	94	4	90	32	33	77	67	65	79	96	93	45	95	63	40	55	74	80	75
45	67	66	55	98	65	70	1	88	84	46	13	76	94	87	68	71	12	15	10	51	2	90	52	23
81	58	37	53	74	18	5	13	4	83	23	30	12	10	61	71	8	94	73	99	39	70	24	28	62
1	97	44	61	14	5	38	33	30	3	68	28	39	85	23	93	10	74	13	37	17	34	58	67	50
21	8	34	74	7	41	54	25	12	83	19	89	58	51	46	55	3	91	90	52	45	68	40	82	44
85	86	84	74	64	89	19	13	32	14	47	7	90	49	87	25	9	45	63	53	34	46	50	42	99
10	72	79	19	96	76	24	77	35	73	74	55	4	53	51	46	78	5	82	47	49	66	64	1	81
75	24	28	3	34	56	94	68	48	88	81	27	87	12	58	97	38	72	99	32	79	2	29	70	66
80	73	96	49	97	4	12	82	37	22	70	93	46	75	48	88	34	79	32	60	53	9	29	20	36
83	39	84	35	32	41	18	52	27	89	78	59	74	7	24	66	76	93	65	22	58	23	70	14	17
71	15	50	89	31	99	46	72	4	25	34	59	49	83	45	40	39	69	70	18	67	87	22	82	11
36	96	73	42	40	83	47	21	15	77	32	71	52	13	98	16	87	94	59	46	53	4	41	56	81
57	49	89	14	44	63	33	82	97	98	96	16	64	60	55	76	78	34	91	28	92	71	3	18	70
20	27	50	37	83	17	38	82	64	31	1	30	36	80	79	7	91	96	29	41	95	14	18	86	89
92	69	3	31	88	10	26	98	61	56	21	29	62	91	77	9	17	60	18	78	54	50	86	94	39
21	63	9	80	92	41	31	93	89	57	51	86	81	82	84	97	49	67	74	17	91	47	30	48	3
62	86	49	65	67	74	3	78	47	11	96	77	13	17	93	43	14	73	15	36	9	63	31	53	64
60	97	19	36	6	90	95	85	8	69	70	77	86	43	49	98	93	10	62	76	3	54	12	15	11
54	30	29	61	58	88	33	14	52	78	66	59	84	65	69	45	48	37	28	85	53	22	43	56	19
92	67	4	21	68	53	32	12	98	95	39	76	69	51	99	7	57	37	45	60	1	59	6	75	22
96	42	23	91	3	41	20	57	78	8	12	45	44	15	34	98	77	31	47	97	67	21	1	80	30
81	31	68	41	89	73	77	37	7	4	72	1	95	2	52	25	16	69	43	13	94	71	70	50	79
24	36	39	73	98	88	81	67	74	96	41	77	30	44	66	12	79	53	71	26	22	4	17	89	40
75	89	90	31	73	85	30	14	78	10	83	92	79	34	51	84	35	74	32	46	7	56	24	3	96
91	44	67	92	99	51	1	27	77	3	42	82	49	33	74	70	16	37	4	25	31	97	80	13	62
14	66	8	29	1	36	20	93	99	15	38	37	83	3	40	50	72	86	19	94	73	39	91	74	81
30	99	6	37	76	86	16	57	9	94	18	29	83	87	14	22	75	52	88	90	4	95	39	67	65
37	56	71	38	77	3	5	62	99	51	40	88	57	12	73	21	25	6	49	2	9	29	26	87	96
50	45	30	68	33	13	75	76	6	26	60	86	25	81	2	38	99	20	88	34	14	52	10	96	48
57	46	90	42	19	71	66	55	40	59	65	56	78	17	52	36	14	73	21	29	72	95	49	82	93
62	82	97	71	31	24	87	34	11	30	39	28	40	16	10	61	67	25	50	53	99	4	84	32	54
86	12	75	98	7	69	50	61	43	16	55	29	58	64	71	73	26	72	45	27	38	59	46	89	87
26	49	28	74	1	68	20	80	79	50	78	99	89	94	61	15	17	52	37	2	42	18	35	66	16
82	81	14	58	91	62	6	61	19	28	67	99	37	33	36	60	47	27	11	79	95	35	10	59	55
8	59	76	60	4	68	18	72	36	31	95	93	29	17	10	5	56	82	52	39	77	51	58	91	89
96	57	67	20	48	27	63	17	45	50	5	40	95	88	33	55	9	94	16	25	12	41	3	58	35
64	17	12	47	53	60	29	97	43	98	33	15	96	39	54	63	4	6	24	38	77	20	88	78	1
91	23	50	24	53	48	10	19	71	92	57	1	14	42	95	6	34	84	78	86	74	40	16	51	76
40	51	16	25	68	94	81	95	8	59	84	89	73	45	18	75	54	62	29	58	86	53	6	82	15
98	26	51	20	99	46	59	92	63	56	35	82	69	7	32	9	62	97	57	45	75	94	96	95	91
26	45	74	4	9	63	98	30	81	44	38	85	58	7	28	97	76	3	78	95	99	66	17	60	13
75	43	92	98	81	35	17	34	89	15	90	20	91	55	61	14	6	53	8	30	50	67	2	77	66
88	59	33	31	74	98	12	63	11	24	54	78	43	77	69	82	99	4	57	1	10	68	80	83	52
62	24	26	40	55	79	17	22	13	28	34	94	98	32	9	1	70	77	29	15	42	43	50	61	90
13	64	4	42	5	37	63	40	23	47	98	85	61	51	21	17	20	62	30	91	9	90	19	28	33
13	9	6	92	2	81	1	33	63	71	53	62	11	96	4	59	88	65	46	83	7	97	29	32	44
73	95	82	79	25	62	96	4	1	42	28	45	23	47	98	55	89	38	34	58	66	49	36	33	39
18	62	49	51	5	33	11	37	52	17	86	75	72	68	3	10	55	45	74	89	8	34	26	61	31
22	37	77	28	25	94	33	65	88	79	93	40	44	84	64	69	14	98	82	15	7	91	29	38	49
85	79	9	27	41	36	10	59	78	14	18	2	5	84	86	67	70	76	74	73	65	16	69	33	22
77	87	26	59	69	86	44	94	89	30	13	1	66	72	61	63	46	98	20	23	3	82	4	75	25
91	18	73	43	61	21	59	33	45	81	47	68	49	96	23	13	39	97	42	78	80	65	9	54	71
38	25	93	22	50	82	36	17	88	52	80	63	48	4	64	73	70	31	94	13	8	51	67	98	56
30	23	3	60	1	42	35	7	20	25	18	68	79	66	98	2	74	58	19	81	52	32	43	27	87
83	53	61	38	70	26	39	49	19	6	22	96	21	78	74	84	58	81	71	16	59	18	44	63	15
91	64	63	61	45	7	53	19	58	48	55	47	84	49	10	82	95	59	85	33	87	50	60	94	13
43	8	28	46	85	86	69	17	29	9	12	1	5	68	30	34	75	76	78	93	21	53	18	25	56
12	35	26	29	90	93	76	58	57	14	69	45	65	24	16	40	33	10	15	56	47	2	62	44	18
6	96	21	86	74	57	66	49	76	13	41	97	55	59	16	20	58	79	1	83	56	88	71	7	60
56	20	55	35	52	17	34	44	65	94	61	4	26	76	40	63	49	75	5	23	78	24	33	29	45
17	43	80	81	10	89	75	86	93	34	16	5	39	18	25	69	22	87	70	88	4	54	65	84	63
68	12	55	51	93	84	34	79	13	40	66	86	32	20	19	39	27	23	94	80	76	31	99	16	59
81	39	42	24	62	48	46	71	58	37	75	19	99	15	44	3	93	16	31	25	28	27	9	53	66
9	27	58	92	89	87	66	75	7	25	88	3	64	83	51	54	5	93	71	91	14	73	37	41	36
36	39	62	17	11	25	60	40	18	61	15	97	58	86	23	38	51	27	71	69	52	70	67	45	85
68	43	18	42	37	61	64	65	30	36	72	19	92	44	32	6	7	98	25	53	3	82	2	87	50
7	97	26	17	35	28	12	72	59	29	76	24	48	85	53	9	83	19	2	39	79	5	54	75	49
32	16	96	50	87	48	34	6	75	74	81	80	37	85	17	82	91	14	21	40	55	41	64	11	51
47	43	20	49	94	69	22	68	5	51	70	57	61	7	19	65	72	37	91	31	28	45	12	35	16
58	18	84	64	46	54	82	69	11	1	15	35	57	3	26	41	27	9	68	95	23	34	65	96	28
83	44	5	27	33	51	25	49	26	97	55	16	78	76	72	18	58	54	59	56	14	32	35	1	36
22	12	11	76	48	37	62	82	31	81	16	44	80	54	51	46	58	20	52	75	77	21	17	67	85
29	51	25	86	38	69	61	36	17	90	57	93	4	58	43	30	15	79	26	28	59	63	40	49	99
39	76	80	50	49	99	64	83	15	46	43	67	72	1	68	88	28	26	86	6	91	82	53	97	66
78	6	99	45	89	85	14	69	12	50	82	22	87	73	10	2	32	93	46	83	39	23	20	33	63
19	49	30	76	67	72	93	21	64	56	9	8	44	58	41	96	62	80	82	45	18	6	83	24	57
22	42	16	6	14	91	36	41	78	11	5	23	2	75	72	92	59	47	86	51	79	62	30	37	63
69	80	7	77	4	68	40	21	9	32	66	82	37	13	92	1	2	61	28	50	98	29	54	8	83
95	16	71	12	43	83	45	46	91	30	49	93	9	42	41	61	80	90	79	53	33	74	44	75	66
5	65	97	21	64	73	7	93	61	13	55	27	96	58	94	39	78	86	14	91	62	79	63	34	30
52	47	84	91	31	3	56	99	54	7	8	58	80	28	19	83	62	95	79	77	53	51	71	88	68
11	88	98	6	43	58	5	70	59	67	50	68	69	38	87	44	60	33	93	51	2	41	72	56	96
9	77	19	96	50	68	45	51	88	8	7	25	56	16	58	67	61	92	69	85	27	98	64	14	40
79	62	52	30	54	41	42	40	27	96	6	74	93	55	97	8	68	19	90	25	85	73	99	32	76
3	43	72	15	93	51	38	74	98	5	14	32	90	23	67	76	49	58	8	48	94	65	66	12	77
27	8	73	88	80	52	62	41	72	74	22	97	13	68	26	32	35	14	70	2	67	58	38	5	49
59	72	23	10	46	95	67	50	24	61	45	99	49	58	71	75	86	79	97	85	55	62	7	93	13
5	55	72	20	76	45	22	89	37	75	1	13	15	3	27	30	68	67	33	54	69	14	91	57	42
86	35	5	73	89	95	12	16	24	45	39	42	93	3	9	26	7	66	53	41	23	98	75	60	61
81	70	68	97	62	38	53	64	63	21	40	9	91	84	48	57	10	8	71	45	47	56	87	75	77
81	49	34	11	94	19	33	21	97	22	82	54	30	68	18	38	90	32	87	79	36	52	77	71	41
38	96	23	76	19	1	98	80	66	5	99	93	37	44	14	92	30	17	27	39	49	72	83	51	41
70	54	60	69	32	90	57	22	75	94	43	24	79	87	3	82	4	20	51	9	28	83	81	38	63
98	56	87	1	43	70	78	52	86	64	71	47	13	63	32	55	11	25	39	42	40	37	33	16	28
37	67	82	28	45	35	54	53	21	15	26	52	85	76	9	68	89	97	74	66	23	33	6	39	83
98	34	58	89	61	95	51	72	11	66	60	88	27	26	2	90	54	30	97	33	82	9	59	52	23
37	73	72	28	52	95	71	54	63	99	86	47	59	94	56	10	32	89	19	34	16	77	79	92	61
45	97	92	39	73	38	75	78	8	46	69	57	44	7	4	34	61	20	60	83	28	12	51	58	48
73	95	69	94	32	36	63	5	90	21	86	97	70	29	1	67	75	65	31	74	81	76	68	59	27
19	43	96	68	3	40	23	36	71	45	86	66	44	18	10	30	76	77	88	99	65	31	24	35	69
38	20	82	46	64	7	39	94	40	92	32	27	31	49	33	74	89	76	98	84	69	44	18	13	80
16	73	32	89	91	66	87	75	11	15	31	90	50	3	21	84	5	86	34	27	63	1	52	71	39
33	8	10	98	46	26	2	54	25	60	89	81	90	6	96	43	66	30	71	11	17	73	64	58	61
33	98	28	85	55	2	9	34	58	93	74	54	3	6	89	49	79	50	96	95	92	81	82	90	63
16	6	38	90	47	84	52	89	62	93	42	78	36	83	74	79	33	58	87	10	43	88	76	59	98
71	81	3	65	15	90	39	84	83	85	26	72	58	28	68	24	62	59	91	55	88	82	48	14	41
81	76	8	65	21	95	53	45	13	1	19	66	58	25	41	59	89	70	82	15	97	64	10	36	31
71	76	64	54	21	95	27	93	11	75	63	8	97	43	40	90	30	52	80	29	83	2	22	96	59
97	80	83	92	94	75	50	33	16	56	3	35	2	13	53	11	19	65	54	17	61	7	78	41	48
5	47	6	36	58	92	26	84	3	76	29	32	99	63	90	65	96	61	74	28	43	87	38	80	67
40	31	89	25	21	19	70	62	29	9	64	5	2	98	41	4	72	99	36	39	55	71	17	33	61
45	42	15	35	9	6	18	34	57	25	54	23	71	11	77	66	26	74	10	52	2	37	13	95	38
78	91	99	73	33	9	10	53	41	8	59	75	81	96	52	29	84	76	83	89	51	39	54	77	65
6	10	62	22	52	94	45	33	26	90	48	75	56	71	13	30	54	24	50	76	28	81	88	42	23
56	81	49	72	82	13	54	62	12	99	38	7	75	65	51	50	55	58	60	93	69	23	4	5	89
30	94	46	97	70	82	43	15	1	58	51	16	28	47	93	34	78	25	72	11	55	10	71	86	81
53	70	17	83	91	9	52	89	15	93	27	40	73	46	45	19	16	87	2	57	94	80	85	18	71
25	18	45	87	89	29	47	53	82	75	19	72	6	55	3	83	10	64	32	76	21	90	1	62	52
63	97	22	2	21	71	39	54	81	93	31	16	19	79	24	77	83	56	80	59	58	5	41	87	14
32	79	33	7	11	85	1	60	98	4	36	61	99	13	19	15	83	82	25	16	39	64	76	17	96
2	45	85	47	98	54	5	9	46	34	87	42	24	81	23	1	95	56	71	77	27	82	51	41	16
23	55	53	34	2	36	57	73	41	43	7	89	47	59	74	97	6	20	48	52	54	29	88	68	18
58	51	42	94	10	23	15	16	52	12	82	98	72	55	14	41	44	65	8	32	49	29	47	46	61
49	1	95	42	68	25	60	15	20	23	55	66	39	90	8	84	32	16	7	58	30	9	54	89	41
72	32	22	12	45	70	47	14	30	78	13	71	99	3	11	40	46	76	74	64	35	9	60	93	50
11	50	72	85	24	1	64	34	99	68	52	12	47	43	8	13	98	36	80	17	66	76	62	23	35
93	81	55	77	72	53	4	61	88	37	46	36	82	7	8	65	14	24	43	83	64	91	98	95	85
26	11	62	44	70	6	93	38	83	61	96	66	79	64	32	88	22	16	18	24	74	7	73	23	95
74	10	75	5	23	89	22	55	70	43	44	14	7	81	93	24	26	65	94	13	91	72	40	86	53
64	44	65	11	31	56	35	30	90	24	92	14	42	66	18	85	45	38	40	52	57	88	51	26	9
97	42	54	45	62	66	82	8	56	68	41	37	79	93	63	12	20	17	60	73	77	47	44	70	59
25	35	31	38	34	2	13	47	73	36	17	19	74	32	23	61	87	20	83	79	98	16	26	53	27
46	99	15	63	60	16	18	38	6	13	51	65	33	59	37	10	54	81	20	69	70	80	47	4	85
60	30	42	21	25	70	11	2	55	86	64	82	92	76	32	90	26	8	43	33	7	79	49	75	66
30	24	78	19	43	96	60	27	50	7	3	11	72	71	82	46	59	28	93	76	18	45	33	47	65
73	26	10	80	45	48	63	47	79	74	61	1	14	81	71	93	83	59	89	30	19	92	5	49	15
60	47	74	70	10	12	36	52	9	41	23	64	78	80	83	37	94	89	92	29	96	99	63	62	69
2	77	27	4	89	61	68	26	66	72	62	81	59	29	41	30	12	65	57	83	32	34	96	40	39
98	53	79	5	33	55	67	44	1	58	51	16	30	50	54	60	74	93	42	78	14	84	4	65	91
45	98	24	13	31	95	47	88	59	15	57	3	2	28	35	27	39	60	55	53	62	29	22	99	6
59	4	49	23	50	56	67	93	78	68	44	82	25	47	43	26	94	17	66	13	29	64	55	85	72
33	2	86	89	37	18	68	67	10	57	63	15	58	24	8	1	35	98	4	61	77	31	72	13	39
3	44	55	1	26	10	59	88	47	48	97	96	60	35	89	27	99	33	63	46	85	68	2	36	70
85	53	83	6	51	39	26	28	56	19	40	37	41	15	82	11	76	1	57	38	55	21	93	27	74
51	22	43	48	8	44	91	15	11	1	99	55	50	2	35	49	54	9	5	38	33	45	85	39	64
44	26	10	81	95	72	59	88	4	9	84	62	28	69	87	94	90	68	97	83	31	48	57	5	38
84	83	73	85	23	33	32	13	1	60	16	67	89	77	48	80	4	12	68	8	63	62	26	3	66
27	2	55	40	25	86	48	22	19	72	83	73	23	80	43	64	45	34	75	69	14	10	92	42	96
1	28	58	11	65	54	66	55	39	35	50	24	13	69	19	88	51	18	31	30	71	85	44	60	77
4	1	97	32	68	42	55	90	9	25	89	27	11	88	71	49	74	2	51	29	18	82	44	59	83
16	68	27	46	71	86	82	35	53	64	48	76	81	90	39	12	4	23	15	10	69	34	54	1	5
61	52	73	93	56	63	33	99	13	96	30	98	55	38	39	36	92	90	35	24	50	47	94	12	20
52	53	72	76	66	27	42	46	54	34	11	67	14	68	10	3	79	30	64	96	13	97	44	86	29
94	28	56	9	15	21	49	25	26	14	48	18	43	63	20	92	58	54	90	69	40	61	38	72	97
88	3	69	82	61	98	9	38	84	65	33	44	47	37	85	20	26	10	18	17	74	23	5	16	51
72	1	31	30	88	67	46	94	54	24	66	29	58	25	92	79	7	89	97	38	16	12	71	35	53
15	21	25	89	30	37	81	67	12	95	54	99	70	22	29	50	11	79	24	47	23	78	28	7	69
68	29	34	37	53	20	69	33	12	27	93	72	96	49	79	28	25	76	83	89	55	54	62	45	77
58	30	46	72	17	70	74	11	45	34	31	44	22	55	60	4	43	66	73	33	79	47	24	40	28
34	76	18	44	92	47	32	71	20	93	22	80	67	81	7	50	10	15	16	13	49	1	3	23	78
46	17	21	25	76	93	79	16	37	3	24	34	45	74	64	75	30	59	71	57	56	14	28	52	62
15	90	41	37	21	89	42	10	4	29	31	75	54	55	32	67	46	94	2	16	98	59	83	79	24
76	74	80	62	1	85	6	56	72	91	90	94	73	96	8	9	64	79	43	13	53	45	46	47	84
67	66	63	14	44	23	34	25	20	99	70	71	19	17	84	68	12	76	22	77	45	53	6	52	75
81	55	41	74	51	46	14	36	8	4	73	32	31	25	43	38	47	49	24	19	96	85	23	9	2
52	49	82	94	14	17	56	70	40	51	46	68	62	11	60	96	48	83	80	84	37	54	88	23	43
80	32	12	58	52	28	3	21	22	33	50	7	63	31	85	40	72	73	99	51	17	35	64	94	59
60	65	11	78	4	57	46	36	23	96	83	13	81	92	84	79	6	2	66	27	30	40	21	90	25
55	49	17	95	54	24	96	61	62	66	12	72	44	37	19	50	15	78	79	6	63	99	9	27	83
88	75	49	84	94	46	45	31	44	4	52	87	72	71	19	42	17	39	99	27	55	30	40	41	1
90	34	98	4	72	46	43	15	61	47	36	39	57	13	71	38	49	83	99	59	64	5	82	31	55
2	78	73	66	17	13	55	58	90	41	24	40	29	44	43	61	30	75	67	27	50	34	3	52	94
14	23	61	18	48	1	36	77	93	82	28	5	68	30	69	8	87	55	45	22	16	7	33	56	6
25	2	82	28	77	97	95	30	50	67	61	51	38	5	23	68	35	7	46	83	85	33	15	56	81
88	9	36	48	96	41	61	28	39	46	68	29	11	95	69	30	4	33	65	23	19	71	17	83	85
29	3	12	60	42	27	41	36	72	84	32	95	75	78	40	92	21	56	66	7	49	88	64	55	86
23	52	40	13	98	38	95	90	70	88	65	11	76	63	69	28	85	53	77	24	16	29	58	80	35
54	61	9	32	46	74	60	93	84	97	56	59	65	18	40	75	78	2	10	27	62	41	58	48	55
58	36	68	52	37	1	70	13	83	3	26	32	65	98	16	10	62	7	61	27	34	76	50	24	25
81	60	97	1	68	95	83	96	76	39	51	93	49	18	34	25	86	62	56	99	15	52	66	16	4
80	45	29	15	79	23	47	50	83	86	88	32	91	21	82	73	65	81	13	84	6	48	70	62	60
35	59	78	98	73	5	21	49	30	44	40	9	77	68	23	89	71	17	74	24	62	7	47	43	55
37	90	19	73	79	55	44	94	42	70	33	18	9	53	84	14	7	80	78	88	25	59	17	21	98
36	99	26	98	70	58	13	49	84	89	55	73	17	60	82	37	33	41	72	6	42	97	52	29	3
53	8	4	96	27	44	92	49	10	77	3	42	78	82	25	67	15	43	22	50	64	5	99	63	31
81	21	3	87	35	6	24	94	16	75	99	1	46	45	44	55	70	93	8	23	25	18	7	12	34
25	56	1	32	62	71	7	64	29	85	70	89	66	36	93	33	73	4	31	15	19	51	60	91	24
78	94	90	57	10	44	24	87	27	58	95	74	54	39	66	77	8	64	6	26	56	93	30	48	59
72	58	12	83	47	76	39	1	21	8	52	42	77	23	65	55	17	5	3	60	81	78	6	20	92
72	22	79	66	81	54	39	74	23	70	47	65	50	16	86	73	97	80	98	21	69	51	36	62	49
29	13	41	80	28	11	42	46	83	84	39	73	45	98	97	27	9	16	69	70	64	1	36	55	23
11	20	36	2	12	83	33	59	65	6	4	99	81	24	8	79	28	64	70	31	18	34	66	52	58
16	5	22	49	85	82	81	14	3	68	48	4	61	19	77	47	55	64	66	29	37	71	79	32	89
42	84	56	5	14	81	77	58	13	92	94	50	57	37	80	4	38	75	43	59	32	91	16	26	55
87	44	83	84	47	55	16	38	25	91	45	20	6	92	8	81	29	31	22	4	68	74	42	17	86
78	97	43	87	63	21	26	40	6	49	25	4	91	86	14	70	55	83	1	65	39	66	5	28	35
30	44	33	8	63	50	43	94	25	36	57	28	78	6	47	71	46	19	34	2	55	54	5	62	82
55	37	11	13	12	52	60	89	35	64	47	70	80	82	61	2	18	85	81	98	15	36	5	77	96
3	13	78	49	8	70	14	32	36	34	53	38	41	37	39	67	24	90	44	94	87	69	23	88	18
25	5	99	2	61	81	12	53	36	76	73	50	19	78	30	33	52	42	24	80	91	40	84	58	65
41	90	75	80	43	86	99	72	85	27	11	98	31	64	96	5	28	15	23	82	94	29	54	44	22
21	54	93	55	30	71	79	41	29	82	48	1	90	46	96	3	35	49	45	42	23	78	12	59	69
10	83	80	82	81	84	30	31	7	89	97	51	62	75	15	66	93	50	92	29	53	40	21	16	52
99	46	17	43	6	93	47	80	98	9	45	1	77	82	36	62	58	88	29	22	10	13	4	63	86
72	62	49	3	58	82	39	17	45	57	75	47	73	8	85	51	25	23	28	66	54	98	71	91	77
12	46	62	23	79	77	15	35	55	39	49	60	22	90	51	27	76	70	17	30	40	44	94	9	8
69	61	87	97	91	30	43	75	14	4	79	26	37	31	23	67	27	7	68	85	82	64	2	5	53
89	20	75	50	26	10	31	2	7	78	94	81	16	23	19	24	90	95	69	18	96	85	1	84	76
5	79	74	46	33	30	32	19	94	49	87	16	15	4	29	42	3	1	67	7	48	81	41	51	71
62	48	12	81	86	26	34	55	47	28	73	5	30	58	88	71	94	8	85	89	66	74	7	93	45
27	2	33	4	36	59	69	71	79	81	77	89	62	28	5	61	87	6	47	56	41	31	18	67	44
88	86	42	29	14	27	69	35	67	83	24	6	36	87	32	30	75	18	74	55	60	10	26	94	17
52	46	87	73	54	22	84	40	29	90	51	5	43	10	7	65	50	72	33	60	95	74	36	97	37
60	35	88	46	25	4	71	76	87	79	59	42	15	82	34	9	2	50	28	11	55	1	92	7	53
29	7	76	41	15	35	52	49	75	57	83	2	22	92	63	17	12	70	44	88	55	36	85	97	99
41	62	26	31	12	63	14	56	6	7	78	4	86	72	51	52	98	66	54	96	93	8	30	48	21
47	94	18	38	25	98	19	44	45	56	70	35	16	99	57	22	90	8	89	60	24	37	41	67	4
6	24	18	10	66	29	44	62	21	45	9	69	72	94	14	5	64	31	23	47	74	60	76	27	48
31	27	53	32	18	20	48	71	82	10	24	21	5	33	22	49	97	86	15	46	93	23	9	30	89
17	80	74	90	20	84	79	47	51	69	52	4	44	19	78	56	85	18	40	61	64	54	49	55	32
92	53	13	47	76	11	58	49	44	5	82	60	95	12	42	69	61	64	89	97	90	36	80	59	62
48	8	24	87	43	96	57	78	65	38	81	84	90	28	83	98	7	22	68	66	18	56	63	97	74
43	95	97	39	75	18	67	10	54	37	70	56	20	91	15	45	9	55	98	77	19	40	29	92	35
96	50	9	4	12	65	20	79	53	28	69	5	45	68	91	82	22	86	26	44	61	13	78	71	62
47	8	38	12	64	20	39	70	42	4	41	44	60	46	7	61	67	50	72	26	36	82	48	83	92
34	28	69	25	66	75	47	43	99	17	70	14	62	27	98	3	20	38	22	65	16	83	18	52	6
50	99	35	67	36	43	73	87	53	39	51	3	5	97	62	27	54	6	58	18	55	32	72	10	49
66	90	72	77	70	74	46	26	47	61	25	51	40	21	7	31	23	62	57	91	79	4	95	54	34
44	22	46	37	43	63	62	77	64	2	16	14	5	36	94	92	87	15	80	89	11	66	98	91	38
69	18	98	39	30	92	91	53	73	71	54	79	94	88	12	57	26	70	83	38	93	42	45	67	62
89	66	98	22	83	76	2	27	68	85	92	62	5	53	32	17	52	48	40	16	41	3	24	87	44
26	19	41	14	99	29	33	17	31	15	53	68	49	90	51	12	36	66	20	21	81	72	23	4	6
66	49	92	56	39	55	83	88	11	3	73	86	61	29	98	70	78	17	25	45	28	81	89	67	59
42	56	94	49	69	99	95	84	12	39	71	68	45	87	37	98	46	41	60	62	10	77	64	36	26
39	81	33	66	17	83	52	78	95	44	92	13	67	74	57	64	36	47	11	77	30	5	3	14	99
14	4	64	54	74	97	71	9	30	73	51	91	59	19	3	93	45	95	58	32	94	60	84	25	99
88	40	57	73	9	59	47	84	38	90	53	51	70	96	93	50	32	33	26	6	66	80	21	98	11
32	42	96	41	98	25	38	2	91	40	57	11	66	53	89	4	24	45	48	82	88	62	71	15	27
